FID,Field1,x,y,WPreyD,Rgd,Alt,LargeLS,Small_LS,LS_Biomass,Village_LC
11417,21845,8677500,3785610,0.3589420,16.6732998,4691.0000000,5.8570800,4.5432901,1307.0000000,13252700.0000000
11418,21846,8678000,3785610,0.3918270,21.0713005,4595.0000000,8.7210302,7.0395999,1955.7099609,15451600.0000000
11419,21847,8678500,3785610,0.4247120,28.7402000,4578.0000000,8.9684401,7.2392998,2011.1899414,13445400.0000000
11420,21848,8679000,3785610,0.4575960,31.0965996,4488.0000000,6.4325299,5.1923299,1442.5100098,11171100.0000000
11421,21849,8679500,3785610,0.4853030,54.6077003,4395.0000000,5.1955099,4.1938000,1165.0999756,8933700.0000000
11422,21850,8680000,3785610,0.5060440,17.7763996,4281.0000000,3.5255201,2.8457899,790.6049805,6760920.0000000
11423,21851,8680500,3785610,0.5240820,20.7845993,4222.0000000,3.1544199,2.5462401,707.3850098,4769340.0000000
11424,21852,8681000,3785610,0.5421200,12.2066002,4123.0000000,4.3295898,3.4948399,970.9190063,2671530.0000000
11425,21853,8681500,3785610,0.5547470,7.8102498,4049.0000000,5.2573600,4.2437301,1178.9699707,1834020.0000000
11426,21854,8682000,3785610,0.5655700,32.1248016,4019.0000000,7.2365999,5.8413701,1622.8199463,2919510.0000000
11427,21855,8682500,3785610,0.5746060,26.2868996,3978.0000000,7.3887000,5.8690500,1653.5999756,4935600.0000000
11428,21856,8683000,3785610,0.5800000,27.8209000,3981.0000000,6.6473298,4.7845502,1470.3399658,6942460.0000000
11429,21857,8683500,3785610,0.5800000,29.7992992,4131.0000000,7.2113500,4.8699999,1583.8699951,7120820.0000000
11430,21858,8684000,3785610,0.5800000,30.8220997,4204.0000000,6.4117098,4.0026202,1396.7900391,7237190.0000000
11431,21859,8684500,3785610,0.5800000,19.4421997,4346.0000000,7.0121298,4.0646200,1516.6400146,8170070.0000000
11432,21860,8685000,3785610,0.5800000,27.5317993,4365.0000000,8.4784698,4.8255801,1830.6800537,9162080.0000000
11433,21861,8685500,3785610,0.5800000,18.2483006,4458.0000000,10.6980000,6.0888200,2309.9199219,10524300.0000000
11434,21862,8686000,3785610,0.5800000,7.1414299,4548.0000000,11.3638000,6.4677901,2453.6799316,12770600.0000000
11435,21863,8686500,3785610,0.5800000,29.3938999,4626.0000000,10.9198999,6.2151499,2357.8300781,15068000.0000000
11436,21864,8687000,3785610,0.5800000,27.7127991,4704.0000000,11.3193998,6.4425302,2444.0900879,17253100.0000000
11437,21865,8687500,3785610,0.5800000,19.8745995,4754.0000000,11.1419001,6.3414698,2405.7600098,19634800.0000000
11438,21866,8688000,3785610,0.5800000,25.4951000,4772.0000000,11.9408998,6.7962399,2578.2800293,22031900.0000000
11439,21867,8688500,3785610,0.5800000,19.4165001,4802.0000000,12.3848000,7.0488901,2674.1298828,24433200.0000000
11440,21868,8689000,3785610,0.5800000,20.1245995,4925.0000000,11.0530996,6.2909398,2386.5900879,26881000.0000000
11441,21869,8689500,3785610,0.5800000,30.3314991,5026.0000000,8.3452902,4.7497902,1801.9200439,29375100.0000000
11442,21870,8690000,3785610,0.5800000,17.4641991,5049.0000000,6.8360400,3.8907800,1476.0400391,31913700.0000000
11443,21871,8690500,3785610,0.5800000,37.3898010,5022.0000000,6.6584802,3.7897201,1437.6999512,33578700.0000000
11444,21872,8691000,3785610,0.5800000,17.6634998,5080.0000000,7.5462799,4.2950201,1629.4000244,34301900.0000000
11445,21873,8691500,3785610,0.5800000,17.7481995,5015.0000000,8.6116304,4.9013801,1859.4300537,35336400.0000000
11446,21874,8692000,3785610,0.5800000,13.1908998,4956.0000000,7.1911602,4.0928998,1552.7199707,36123900.0000000
11447,21875,8692500,3785610,0.5800000,23.0867996,5003.0000000,5.0160599,2.8549199,1083.0699463,37134300.0000000
11448,21876,8693000,3785610,0.5800000,78.5811996,4926.0000000,2.3082700,1.3137701,498.4030151,38227100.0000000
11449,21877,8693500,3785610,0.5800000,102.6600037,5016.0000000,0.5770680,0.3284430,124.6009979,39285300.0000000
11450,21878,8694000,3785610,0.5800000,78.8669968,5127.0000000,0.0000000,0.0000000,0.0000000,40245400.0000000
11451,21879,8694500,3785610,0.5800000,24.7385998,5200.0000000,0.0000000,0.0000000,0.0000000,41371800.0000000
11452,21880,8695000,3785610,0.5800000,52.1440010,5142.0000000,0.0000000,0.0000000,0.0000000,42571700.0000000
11453,21881,8695500,3785610,0.5800000,59.5483017,4928.0000000,0.0000000,0.0000000,0.0000000,43265700.0000000
11454,21882,8696000,3785610,0.5800000,43.3474007,4994.0000000,0.0000000,0.0000000,0.0000000,43565800.0000000
11455,21883,8696500,3785610,0.5800000,45.2769012,4910.0000000,0.0000000,0.0000000,0.0000000,43947000.0000000
11456,21884,8697000,3785610,0.5800000,41.2310982,4575.0000000,0.0000000,0.0000000,0.0000000,44380100.0000000
11457,21885,8697500,3785610,0.5800000,96.9535980,4403.0000000,0.0000000,0.0000000,0.0000000,45114700.0000000
11458,21886,8698000,3785610,0.5800000,57.4891014,4403.0000000,0.0000000,0.0000000,0.0000000,46098600.0000000
11459,21887,8698500,3785610,0.5800000,74.1957016,4596.0000000,0.0000000,0.0000000,0.0000000,47445900.0000000
11460,21888,8699000,3785610,0.5800000,48.1974983,4712.0000000,0.0000000,0.0000000,0.0000000,49013700.0000000
11461,21889,8699500,3785610,0.5800000,12.6094999,4711.0000000,0.0000000,0.0000000,0.0000000,51177400.0000000
11462,21890,8700000,3785610,0.5800000,41.9403992,4827.0000000,0.0000000,0.0000000,0.0000000,53510500.0000000
11463,21891,8700500,3785610,0.5800000,42.2492981,5057.0000000,0.0000000,0.0000000,0.0000000,55822600.0000000
11464,21892,8701000,3785610,0.5800000,47.0744019,5334.0000000,0.0000000,0.0000000,0.0000000,58423900.0000000
11465,21893,8701500,3785610,0.5800000,17.5499001,5367.0000000,0.0000000,0.0000000,0.0000000,61130400.0000000
11466,21895,8702500,3785610,0.5800000,80.2371979,5310.0000000,0.0000000,0.0000000,0.0000000,66576700.0000000
11467,21896,8703000,3785610,0.5800000,14.8997002,5299.0000000,0.0000000,0.0000000,0.0000000,69225104.0000000
11468,21897,8703500,3785610,0.5800000,13.9284000,5408.0000000,0.0000000,0.0000000,0.0000000,71918400.0000000
11469,21905,8707500,3785610,0.5800000,64.8074036,5287.0000000,0.0000000,0.0000000,0.0000000,94521000.0000000
11470,21906,8708000,3785610,0.5800000,59.3717003,5214.0000000,0.0000000,0.0000000,0.0000000,97149904.0000000
11471,21907,8708500,3785610,0.5800000,80.8640976,5056.0000000,0.0000000,0.0000000,0.0000000,99724896.0000000
11472,21908,8709000,3785610,0.5800000,52.9906006,5112.0000000,0.0000000,0.0000000,0.0000000,102287000.0000000
11473,21909,8709500,3785610,0.5800000,66.2192993,4906.0000000,0.0000000,0.0000000,0.0000000,104145000.0000000
11474,21910,8710000,3785610,0.5800000,83.5464020,4680.0000000,0.0000000,0.0000000,0.0000000,102702000.0000000
11475,21911,8710500,3785610,0.5800000,50.9019012,4654.0000000,0.0000000,0.0000000,0.0000000,101386000.0000000
11476,21912,8711000,3785610,0.5800000,65.0307999,4767.0000000,0.0000000,0.0000000,0.0000000,100331000.0000000
11477,21913,8711500,3785610,0.5800000,55.9375000,4916.0000000,0.0000000,0.0000000,0.0000000,99500704.0000000
11478,21914,8712000,3785610,0.5800000,84.2258987,5160.0000000,0.0000000,0.0000000,0.0000000,99552400.0000000
11479,21915,8712500,3785610,0.5800000,77.6080017,5364.0000000,0.0000000,0.0000000,0.0000000,99943904.0000000
11480,21916,8713000,3785610,0.5800000,45.3210983,5446.0000000,0.0000000,0.0000000,0.0000000,100029000.0000000
11481,21917,8713500,3785610,0.5800000,42.0000000,5205.0000000,0.0000000,0.0000000,0.0000000,99585104.0000000
11482,21918,8714000,3785610,0.5800000,58.8811989,5122.0000000,0.0000000,0.0000000,0.0000000,98893696.0000000
11483,21919,8714500,3785610,0.5800000,60.7042007,5181.0000000,0.0000000,0.0000000,0.0000000,98399400.0000000
11484,21920,8715000,3785610,0.5800000,93.4559021,5347.0000000,0.0000000,0.0000000,0.0000000,98631904.0000000
11485,21921,8715500,3785610,0.5800000,72.3601990,5479.0000000,0.0000000,0.0000000,0.0000000,98654600.0000000
11486,21924,8717000,3785610,0.5800000,82.4984970,5483.0000000,0.0000000,0.0000000,0.0000000,98968600.0000000
11487,21925,8717500,3785610,0.5800000,123.8219986,5367.0000000,0.0000000,0.0000000,0.0000000,98735104.0000000
11488,21926,8718000,3785610,0.5800000,47.7911987,5146.0000000,0.0000000,0.0000000,0.0000000,98253296.0000000
11489,21927,8718500,3785610,0.5800000,25.0799007,5124.0000000,0.0000000,0.0000000,0.0000000,98144496.0000000
11490,21928,8719000,3785610,0.5800000,25.9615002,5156.0000000,0.0000000,0.0000000,0.0000000,99004000.0000000
11491,21929,8719500,3785610,0.5800000,37.6696014,5152.0000000,0.0089429,0.0081803,2.0391099,100100000.0000000
11492,21930,8720000,3785610,0.5800000,37.2290001,5166.0000000,0.1252000,0.1145240,28.5475006,101163000.0000000
11493,21931,8720500,3785610,0.5800000,20.0249996,5234.0000000,0.2861720,0.2617690,65.2516022,102294000.0000000
11494,21932,8721000,3785610,0.5800000,34.1613998,5154.0000000,0.4560860,0.4171950,103.9950027,103255000.0000000
11495,21933,8721500,3785610,0.5800000,47.9687004,5156.0000000,0.6081150,0.5562600,138.6600037,104284000.0000000
11496,21934,8722000,3785610,0.5800000,61.9597015,5063.0000000,0.7243720,0.6626040,165.1679993,105080000.0000000
11497,21957,8628000,3786110,0.0100000,46.2601013,5425.0000000,0.0000000,0.0000000,0.0000000,145560000.0000000
11498,21958,8628500,3786110,0.0100000,29.0688992,5302.0000000,0.0000000,0.0000000,0.0000000,143439008.0000000
11499,21959,8629000,3786110,0.0100000,20.5182991,5212.0000000,0.0000000,0.0000000,0.0000000,142280000.0000000
11500,21960,8629500,3786110,0.0100000,27.3313007,5224.0000000,0.0000000,0.0000000,0.0000000,141176992.0000000
11501,21961,8630000,3786110,0.0100000,17.3780994,5244.0000000,0.0000000,1.0252500,35.8837013,139742000.0000000
11502,21962,8630500,3786110,0.0100000,26.0576000,5264.0000000,0.0000000,3.4934399,122.2699966,137471008.0000000
11503,21963,8631000,3786110,0.0100000,50.4875984,5390.0000000,0.0000000,6.3033800,220.6179962,134942000.0000000
11504,21964,8631500,3786110,0.0100000,24.2898998,5429.0000000,0.0000000,8.9614296,313.6499939,132379000.0000000
11505,21971,8635000,3786110,0.0100000,76.0789032,5440.0000000,0.0000000,12.0372000,421.3020020,112847000.0000000
11506,21972,8635500,3786110,0.0100000,48.7545013,5299.0000000,0.0000000,12.0372000,421.3020020,110143000.0000000
11507,21973,8636000,3786110,0.0100000,44.4522018,4955.0000000,0.0000000,12.0372000,421.3020020,107717000.0000000
11508,21974,8636500,3786110,0.0100000,42.2728996,4695.0000000,0.0000000,12.0372000,421.3020020,106394000.0000000
11509,21975,8637000,3786110,0.0100000,39.1152000,4674.0000000,0.0000000,12.0372000,421.3020020,105412000.0000000
11510,21976,8637500,3786110,0.0100000,71.2951965,4929.0000000,0.0000000,12.0372000,421.3020020,104528000.0000000
11511,21977,8638000,3786110,0.0100000,48.5592003,5033.0000000,0.0000000,12.0372000,421.3020020,103502000.0000000
11512,21978,8638500,3786110,0.0100000,44.4410019,4747.0000000,0.0000000,12.0372000,421.3020020,102089000.0000000
11513,21979,8639000,3786110,0.0100000,38.8330002,4485.0000000,0.0000000,11.2777004,394.7200012,100679000.0000000
11514,21980,8639500,3786110,0.0100000,65.1153030,4253.0000000,0.0000000,8.1260405,284.4110107,99255400.0000000
11515,21981,8640000,3786110,0.0100000,27.9106007,4051.0000000,0.0000000,4.5186901,158.1540070,97829504.0000000
11516,21982,8640500,3786110,0.0100000,10.0000000,4001.0000000,0.0000000,1.1771400,41.1999016,96547000.0000000
11517,21983,8641000,3786110,0.0100000,7.7459698,4008.0000000,0.0000000,0.0000000,0.0000000,95473600.0000000
11518,21984,8641500,3786110,0.0100000,38.4187012,4074.0000000,0.0000000,0.0000000,0.0000000,94018704.0000000
11519,21985,8642000,3786110,0.0100000,43.7835999,4223.0000000,0.0000000,0.0000000,0.0000000,92154600.0000000
11520,21986,8642500,3786110,0.0100000,46.5187988,4451.0000000,0.0000000,0.0000000,0.0000000,90028496.0000000
11521,21987,8643000,3786110,0.0100000,39.2556000,4608.0000000,0.0000000,0.0000000,0.0000000,87745000.0000000
11522,21988,8643500,3786110,0.0100000,55.8479996,4645.0000000,0.0000000,0.0000000,0.0000000,85707800.0000000
11523,21989,8644000,3786110,0.0100000,47.1805000,4476.0000000,0.0000000,0.0000000,0.0000000,84029104.0000000
11524,21990,8644500,3786110,0.0100000,30.0167007,4321.0000000,0.0000000,0.0000000,0.0000000,82471200.0000000
11525,21991,8645000,3786110,0.0100000,43.7835999,4225.0000000,0.0000000,0.0000000,0.0000000,81196304.0000000
11526,21992,8645500,3786110,0.0100000,36.0694008,4329.0000000,0.0000000,0.0000000,0.0000000,80301400.0000000
11527,21993,8646000,3786110,0.0100000,36.2076988,4515.0000000,0.0000000,0.0000000,0.0000000,79438496.0000000
11528,21994,8646500,3786110,0.0100000,54.6259995,4772.0000000,0.0000000,0.0000000,0.0000000,78657104.0000000
11529,21995,8647000,3786110,0.0100000,31.1609001,4738.0000000,0.0000000,0.0000000,0.0000000,77733000.0000000
11530,21996,8647500,3786110,0.0100000,20.0998001,4526.0000000,0.0000000,0.0000000,0.0000000,76782096.0000000
11531,21997,8648000,3786110,0.0100000,28.5482006,4492.0000000,0.0000000,0.0000000,0.0000000,75957104.0000000
11532,21998,8648500,3786110,0.0100000,32.2955017,4640.0000000,0.0000000,0.0000000,0.0000000,75204704.0000000
11533,21999,8649000,3786110,0.0100000,39.7365990,4857.0000000,0.0000000,0.0000000,0.0000000,74642800.0000000
11534,22000,8649500,3786110,0.0100000,35.5948982,5059.0000000,0.0000000,0.0000000,0.0000000,74099000.0000000
11535,22001,8650000,3786110,0.0100000,39.9500008,5196.0000000,0.0000000,0.0000000,0.0000000,73567696.0000000
11536,22002,8650500,3786110,0.0100000,39.4841995,5337.0000000,0.0000000,0.0000000,0.0000000,72883904.0000000
11537,22004,8651500,3786110,0.0100000,59.7829018,5494.0000000,0.0000000,0.0000000,0.0000000,70873904.0000000
11538,22021,8660000,3786110,0.0100000,53.3292007,5456.0000000,0.0000000,0.0000000,0.0000000,64113400.0000000
11539,22022,8660500,3786110,0.0100000,52.1823997,5304.0000000,0.0000000,0.0000000,0.0000000,63011000.0000000
11540,22023,8661000,3786110,0.0100000,31.1448002,5088.0000000,0.0000000,0.0000000,0.0000000,61656400.0000000
11541,22024,8661500,3786110,0.0100000,71.0000000,5031.0000000,0.0000000,0.0000000,0.0000000,60181300.0000000
11542,22025,8662000,3786110,0.0100000,59.2029991,5071.0000000,0.0000000,0.0000000,0.0000000,57640900.0000000
11543,22026,8662500,3786110,0.0100000,79.8685989,5186.0000000,0.0000000,0.0000000,0.0000000,55065200.0000000
11544,22027,8663000,3786110,0.0100000,47.8748016,5146.0000000,0.0000000,0.0000000,0.0000000,52455100.0000000
11545,22028,8663500,3786110,0.0100000,38.4837990,4966.0000000,0.0000000,0.0000000,0.0000000,49910900.0000000
11546,22029,8664000,3786110,0.0100000,68.0882034,4632.0000000,0.0000000,0.0000000,0.0000000,47498700.0000000
11547,22030,8664500,3786110,0.0100000,29.5972996,4361.0000000,0.0000000,0.0000000,0.0000000,45247600.0000000
11548,22031,8665000,3786110,0.0100000,39.0383987,4219.0000000,0.0000000,0.0000000,0.0000000,43089300.0000000
11549,22032,8665500,3786110,0.0100000,35.5106010,4096.0000000,0.0000000,0.0000000,0.0000000,41024100.0000000
11550,22033,8666000,3786110,0.0100000,92.4121017,4168.0000000,0.0000000,0.0000000,0.0000000,38957500.0000000
11551,22034,8666500,3786110,0.0100000,90.9175034,4278.0000000,0.0000000,0.0000000,0.0000000,36809600.0000000
11552,22035,8667000,3786110,0.0100000,61.8060989,4226.0000000,0.0000000,0.0000000,0.0000000,34808600.0000000
11553,22036,8667500,3786110,0.0100000,23.0433998,4017.0000000,0.0000000,0.0000000,0.0000000,32746900.0000000
11554,22037,8668000,3786110,0.0100000,70.0214005,4069.0000000,0.0000000,0.0000000,0.0000000,30723100.0000000
11555,22038,8668500,3786110,0.0100000,48.4458008,4210.0000000,0.0000000,0.0000000,0.0000000,28640900.0000000
11556,22039,8669000,3786110,0.0100000,40.8900986,4379.0000000,0.0000000,0.0000000,0.0000000,26467700.0000000
11557,22040,8669500,3786110,0.0100000,42.7317009,4584.0000000,0.0000000,0.0000000,0.0000000,24224200.0000000
11558,22041,8670000,3786110,0.0100000,83.0120010,4830.0000000,0.0000000,0.0000000,0.0000000,21862700.0000000
11559,22042,8670500,3786110,0.0118211,88.9775009,5011.0000000,0.0000000,0.0000000,0.0000000,19375900.0000000
11560,22043,8671000,3786110,0.0209265,38.0131989,5262.0000000,0.0000000,0.0000000,0.0000000,16767000.0000000
11561,22044,8671500,3786110,0.0373163,47.0106010,4941.0000000,0.0000000,0.0000000,0.0000000,14208100.0000000
11562,22045,8672000,3786110,0.0555272,36.5649986,4675.0000000,0.0000000,0.0000000,0.0000000,11792600.0000000
11563,22046,8672500,3786110,0.0773802,29.7152996,4431.0000000,0.9648620,0.0412491,190.5570068,9520040.0000000
11564,22047,8673000,3786110,0.1010540,41.6772995,4261.0000000,2.9735601,0.1649960,588.5930176,7802500.0000000
11565,22048,8673500,3786110,0.1250960,41.4487991,4142.0000000,4.2808299,0.1512470,844.3359985,6945700.0000000
11566,22049,8674000,3786110,0.1525000,28.0890999,3947.0000000,4.2153702,0.0274994,827.1749878,6060540.0000000
11567,22050,8674500,3786110,0.1817310,28.1779995,3844.0000000,3.0291700,0.0000000,593.7169800,5980520.0000000
11568,22051,8675000,3786110,0.2109620,55.6236992,3772.0000000,2.9720099,0.0000000,582.5139771,6732900.0000000
11569,22052,8675500,3786110,0.2420190,11.6189003,3739.0000000,3.5149801,0.0000000,688.9359741,7472740.0000000
11570,22053,8676000,3786110,0.2749040,43.8405991,3949.0000000,3.8007500,0.0000000,744.9470215,8458090.0000000
11571,22054,8676500,3786110,0.3077880,105.0950012,4210.0000000,3.4292500,0.0000000,672.1329956,9753220.0000000
11572,22055,8677000,3786110,0.3406730,78.4793015,4588.0000000,2.7371199,1.1483001,576.6660156,11922000.0000000
11573,22056,8677500,3786110,0.3735580,38.7298012,4694.0000000,3.3971200,2.6960199,760.1959839,14233300.0000000
11574,22057,8678000,3786110,0.4082690,21.2367992,4672.0000000,6.4325299,5.1923299,1442.5100098,15278600.0000000
11575,22058,8678500,3786110,0.4411540,40.5586014,4601.0000000,8.4117699,6.7899699,1886.3599854,12938300.0000000
11576,22059,8679000,3786110,0.4740380,20.5669994,4521.0000000,6.3706799,5.1423998,1428.6400146,10650600.0000000
11577,22060,8679500,3786110,0.5050960,15.2314997,4441.0000000,5.2573600,4.2437301,1178.9699707,8407470.0000000
11578,22061,8680000,3786110,0.5240820,4.3589001,4327.0000000,3.6492300,2.9456501,818.3469849,6208690.0000000
11579,22062,8680500,3786110,0.5439240,37.4967003,4274.0000000,3.4636700,2.7958701,776.7349854,4195240.0000000
11580,22063,8681000,3786110,0.5565510,33.5261002,4208.0000000,4.0821800,3.2951300,915.4370117,2065170.0000000
11581,22064,8681500,3786110,0.5673730,31.2889996,4147.0000000,5.3810601,4.3435798,1206.7099609,335089.0000000
11582,22065,8682000,3786110,0.5746060,29.5634995,4142.0000000,7.9788198,6.4404802,1789.2700195,2335320.0000000
11583,22066,8682500,3786110,0.5800000,10.5830002,4074.0000000,8.1913004,6.5908599,1836.1700439,4389020.0000000
11584,22067,8683000,3786110,0.5800000,53.5536995,4005.0000000,7.9483099,6.1728301,1773.9200439,6414520.0000000
11585,22068,8683500,3786110,0.5800000,55.0998993,4058.0000000,8.5348501,6.4772100,1899.5300293,8461000.0000000
11586,22069,8684000,3786110,0.5800000,123.2760010,4134.0000000,7.3007698,5.3331299,1617.6099854,9324290.0000000
11587,22070,8684500,3786110,0.5800000,41.5811996,4299.0000000,6.8402500,4.5704398,1500.6500244,10280900.0000000
11588,22071,8685000,3786110,0.5800000,18.2208996,4393.0000000,7.1802201,4.1897402,1553.9599609,11279500.0000000
11589,22072,8685500,3786110,0.5800000,15.3622999,4451.0000000,10.6091995,6.0382900,2290.7399902,12298100.0000000
11590,22073,8686000,3786110,0.5800000,35.4401016,4481.0000000,11.4969997,6.5435901,2482.4399414,13709000.0000000
11591,22074,8686500,3786110,0.5800000,16.0624008,4541.0000000,10.6535997,6.0635600,2300.3300781,15980900.0000000
11592,22075,8687000,3786110,0.5800000,8.5439997,4602.0000000,10.3872004,5.9119701,2242.8100586,18122800.0000000
11593,22076,8687500,3786110,0.5800000,44.2379990,4667.0000000,10.2983999,5.8614402,2223.6398926,20449700.0000000
11594,22077,8688000,3786110,0.5800000,32.3883018,4711.0000000,11.9853001,6.8214998,2587.8701172,22802900.0000000
11595,22078,8688500,3786110,0.5800000,29.2915993,4814.0000000,12.0297003,6.8467698,2597.4599609,25193500.0000000
11596,22079,8689000,3786110,0.5800000,31.2889996,4902.0000000,10.1653004,5.7856398,2194.8999023,27629500.0000000
11597,22080,8689500,3786110,0.5800000,17.6352005,4967.0000000,6.9248199,3.9413099,1495.2099609,30097200.0000000
11598,22081,8690000,3786110,0.5800000,30.2490005,5027.0000000,3.8619201,2.1980400,833.8679810,32603000.0000000
11599,22082,8690500,3786110,0.5800000,19.7989998,5095.0000000,3.4624100,1.9706600,747.6049805,35151100.0000000
11600,22083,8691000,3786110,0.5800000,17.2336998,5069.0000000,4.2170401,2.4001601,910.5449829,36853200.0000000
11601,22084,8691500,3786110,0.5800000,21.2838001,4956.0000000,4.8828902,2.7791300,1054.3199463,37843300.0000000
11602,22085,8692000,3786110,0.5800000,43.8862000,5042.0000000,3.7287500,2.1222501,805.1140137,38621000.0000000
11603,22086,8692500,3786110,0.5800000,23.4521008,5124.0000000,1.8643700,1.0611200,402.5559998,39673700.0000000
11604,22087,8693000,3786110,0.5800000,37.0945015,5121.0000000,0.1775590,0.1010590,38.3386002,40716200.0000000
11605,22088,8693500,3786110,0.5800000,52.3450012,5157.0000000,0.0000000,0.0000000,0.0000000,41800500.0000000
11606,22089,8694000,3786110,0.5800000,35.0998993,5329.0000000,0.0000000,0.0000000,0.0000000,42859500.0000000
11607,22090,8694500,3786110,0.5800000,37.5765991,5346.0000000,0.0000000,0.0000000,0.0000000,43996200.0000000
11608,22091,8695000,3786110,0.5800000,32.4191017,5213.0000000,0.0000000,0.0000000,0.0000000,45089300.0000000
11609,22092,8695500,3786110,0.5800000,14.8661003,5172.0000000,0.0000000,0.0000000,0.0000000,45816400.0000000
11610,22093,8696000,3786110,0.5800000,61.3350983,5269.0000000,0.0000000,0.0000000,0.0000000,46154700.0000000
11611,22094,8696500,3786110,0.5800000,45.0555000,5012.0000000,0.0000000,0.0000000,0.0000000,46422200.0000000
11612,22095,8697000,3786110,0.5800000,32.6803017,4799.0000000,0.0000000,0.0000000,0.0000000,46728000.0000000
11613,22096,8697500,3786110,0.5800000,98.6306000,4576.0000000,0.0000000,0.0000000,0.0000000,47362400.0000000
11614,22097,8698000,3786110,0.5800000,49.0611992,4351.0000000,0.0000000,0.0000000,0.0000000,48170600.0000000
11615,22098,8698500,3786110,0.5800000,27.5499992,4299.0000000,0.0000000,0.0000000,0.0000000,49202800.0000000
11616,22099,8699000,3786110,0.5800000,36.1248016,4434.0000000,0.0000000,0.0000000,0.0000000,50631400.0000000
11617,22100,8699500,3786110,0.5800000,33.5261002,4563.0000000,0.0000000,0.0000000,0.0000000,52290700.0000000
11618,22101,8700000,3786110,0.5800000,45.6288986,4829.0000000,0.0000000,0.0000000,0.0000000,54551400.0000000
11619,22102,8700500,3786110,0.5800000,55.0091019,5122.0000000,0.0000000,0.0000000,0.0000000,56879600.0000000
11620,22103,8701000,3786110,0.5800000,54.2402000,5238.0000000,0.0000000,0.0000000,0.0000000,59473400.0000000
11621,22104,8701500,3786110,0.5800000,58.9491005,5201.0000000,0.0000000,0.0000000,0.0000000,62102500.0000000
11622,22105,8702000,3786110,0.5800000,44.6654015,5228.0000000,0.0000000,0.0000000,0.0000000,64709500.0000000
11623,22106,8702500,3786110,0.5800000,43.6921005,5213.0000000,0.0000000,0.0000000,0.0000000,67328600.0000000
11624,22107,8703000,3786110,0.5800000,44.2719002,5333.0000000,0.0000000,0.0000000,0.0000000,69960600.0000000
11625,22113,8706000,3786110,0.5800000,67.0074997,5443.0000000,0.0000000,0.0000000,0.0000000,87169400.0000000
11626,22114,8706500,3786110,0.5800000,71.7425995,5287.0000000,0.0000000,0.0000000,0.0000000,89861696.0000000
11627,22115,8707000,3786110,0.5800000,67.1937027,5088.0000000,0.0000000,0.0000000,0.0000000,92453200.0000000
11628,22116,8707500,3786110,0.5800000,63.2771988,5075.0000000,0.0000000,0.0000000,0.0000000,94824496.0000000
11629,22117,8708000,3786110,0.5800000,46.0217018,4969.0000000,0.0000000,0.0000000,0.0000000,97361504.0000000
11630,22118,8708500,3786110,0.5800000,51.4490013,4960.0000000,0.0000000,0.0000000,0.0000000,99847296.0000000
11631,22119,8709000,3786110,0.5800000,64.0547028,4939.0000000,0.0000000,0.0000000,0.0000000,102305000.0000000
11632,22120,8709500,3786110,0.5800000,34.4673996,4676.0000000,0.0000000,0.0000000,0.0000000,104718000.0000000
11633,22121,8710000,3786110,0.5800000,71.3091965,4825.0000000,0.0000000,0.0000000,0.0000000,104734000.0000000
11634,22122,8710500,3786110,0.5800000,47.4658012,4880.0000000,0.0000000,0.0000000,0.0000000,103711000.0000000
11635,22123,8711000,3786110,0.5800000,40.8167000,5025.0000000,0.0000000,0.0000000,0.0000000,102791000.0000000
11636,22124,8711500,3786110,0.5800000,44.1362000,5127.0000000,0.0000000,0.0000000,0.0000000,102035000.0000000
11637,22125,8712000,3786110,0.5800000,81.0370026,5363.0000000,0.0000000,0.0000000,0.0000000,102177000.0000000
11638,22127,8713000,3786110,0.5800000,43.3935013,5376.0000000,0.0000000,0.0000000,0.0000000,102737000.0000000
11639,22128,8713500,3786110,0.5800000,41.3158989,5254.0000000,0.0000000,0.0000000,0.0000000,102205000.0000000
11640,22129,8714000,3786110,0.5800000,58.1464005,5308.0000000,0.0000000,0.0000000,0.0000000,101522000.0000000
11641,22130,8714500,3786110,0.5800000,36.5377007,5255.0000000,0.0000000,0.0000000,0.0000000,101031000.0000000
11642,22134,8716500,3786110,0.5800000,86.2437973,5469.0000000,0.0000000,0.0000000,0.0000000,102523000.0000000
11643,22135,8717000,3786110,0.5800000,10.9087000,5271.0000000,0.0000000,0.0000000,0.0000000,101656000.0000000
11644,22136,8717500,3786110,0.5800000,14.1421003,5171.0000000,0.0000000,0.0000000,0.0000000,101340000.0000000
11645,22137,8718000,3786110,0.5800000,23.8747005,5142.0000000,0.0000000,0.0000000,0.0000000,100818000.0000000
11646,22138,8718500,3786110,0.5800000,45.2658997,4992.0000000,0.0000000,0.0000000,0.0000000,100659000.0000000
11647,22139,8719000,3786110,0.5800000,97.2213974,4851.0000000,0.0000000,0.0000000,0.0000000,101485000.0000000
11648,22140,8719500,3786110,0.5800000,74.1484985,4986.0000000,0.0000000,0.0000000,0.0000000,102617000.0000000
11649,22141,8720000,3786110,0.5800000,59.2537003,4911.0000000,0.0059619,0.0054535,1.3594100,103684000.0000000
11650,22142,8720500,3786110,0.5800000,52.5833015,4966.0000000,0.0924096,0.0845297,21.0708008,104768000.0000000
11651,22143,8721000,3786110,0.5800000,42.7901993,5192.0000000,0.2146290,0.1963270,48.9387016,105860000.0000000
