#PolyID,X,Y,Usage,/,Topography,Habitats,Altitude,Start,Stop,,
B11_T6,228650.5182,3174459.304,-,/,-,-,-,,,120,120
B11_T6,228665.357,3174422.199,-,/,-,-,-,,,120,120
B11_T6,228656.3068,3174381.41,-,/,-,-,-,,,120,120
B11_T6,228656.1858,3174333.915,-,/,-,-,-,,,120,120
B11_T6,228669.957,3174294.259,-,/,-,-,-,,,120,120
B11_T6,228692.9422,3174282.698,-,/,-,-,-,,,120,120
B11_T6,228703.9651,3174252.85,-,/,-,-,-,,,120,120
B11_T6,228739.4519,3174227.76,-,/,-,-,-,,,120,120
B11_T6,228771.047,3174220.08,-,/,-,-,-,,,120,120
B11_T6,228798.791,3174238.968,-,/,-,-,-,,,120,120
B11_T6,228804.0162,3174248.571,-,/,-,-,-,,,120,120
B11_T6,228817.0616,3174245.739,-,/,-,-,-,,,120,120
B11_T6,228832.5738,3174213.229,-,/,-,-,-,,,120,120
B11_T6,228827.7607,3174182.55,-,/,-,-,-,,,120,120
B11_T6,228828.0546,3174158.51,-,/,-,-,-,,,120,120
B11_T6,228836.0609,3174134.32,-,/,-,-,-,,,120,120
B11_T6,228829.5602,3174091.361,-,/,-,-,-,,,120,120
B11_T6,228824.6097,3174085.108,-,/,-,-,-,,,120,120
B11_T6,228808.3183,3174037.914,-,/,-,-,-,,,120,120
B11_T6,228857.2804,3174041.489,-,/,-,-,-,,,120,120
B11_T6,228876.3945,3174031.627,-,/,-,-,-,,,120,120
B11_T6,228893.0768,3174032.504,-,/,-,-,-,,,120,120
B11_T6,228899.1049,3174026.563,-,/,-,-,-,,,120,120
B11_T6,228905.202,3174011.946,-,/,-,-,-,,,120,120
B11_T6,228910.3221,3174008.917,-,/,-,-,-,,,120,120
B11_T6,228916.7851,3174009.687,-,/,-,-,-,,,120,120
B11_T6,228923.4125,3174020.708,-,/,-,-,-,,,120,120
B11_T6,228931.3334,3174021.331,-,/,-,-,-,,,120,120
B11_T6,228942.6173,3174015.102,-,/,-,-,-,,,120,120
B11_T6,228956.2554,3173986.243,-,/,-,-,-,,,120,120
B11_T6,228990.3899,3173979.835,-,/,-,-,-,,,120,120
B11_T6,229003.1361,3173938.344,-,/,-,-,-,,,120,120
B11_T6,229020.8058,3173914.654,-,/,-,-,-,,,120,120
B11_T6,229028.9173,3173911.854,-,/,-,-,-,CHANGE,,120,120
B11_T7,232507.2591,3178250.777,2036.06,/,Livestock trail_Open,"Grassland, Scrubland",4230,CHANGE,,121,121
B11_T7,232673.0477,3178351.704,-,/,-,-,-,,,121,121
B11_T7,232781.7267,3178339.801,-,/,-,-,-,,,121,121
B11_T7,232877.6301,3178457.105,-,/,-,-,-,,,121,121
B11_T7,232965.5066,3178542.672,-,/,-,-,-,,,121,121
B11_T7,233064.2687,3178589.121,-,/,-,-,-,,,121,121
B11_T7,233172.9958,3178705.778,-,/,-,-,-,,,121,121
B11_T7,233275.6688,3178829.856,-,/,-,-,-,,,121,121
B11_T7,233262.4854,3178938.377,-,/,-,-,-,,,121,121
B11_T7,233214.2782,3178992.265,-,/,-,-,-,,,121,121
B11_T7,233185.7092,3179395.388,-,/,-,-,-,,,121,121
B11_T7,233177.9715,3179438.451,-,/,-,-,-,,,121,121
B11_T7,232999.5712,3179521.716,-,/,-,-,-,,,121,121
B11_T7,232939.8168,3179579.169,-,/,-,-,-,,,121,121
B11_T7,232892.9003,3179689.11,-,/,-,-,-,CHANGE,,121,121
B11_T8,233029.5432,3179419.768,1731.53,/,Ridgeline,"Grassland, Scrubland",4230,CHANGE,,122,122
B11_T8,232851.0901,3179348.646,-,/,-,-,-,,,122,122
B11_T8,232717.5137,3179306.847,-,/,-,-,-,,,122,122
B11_T8,232560.1972,3179244.481,-,/,-,-,-,,,122,122
B11_T8,232421.8462,3179197.517,-,/,-,-,-,,,122,122
B11_T8,232346.1196,3179040.908,-,/,-,-,-,,,122,122
B11_T8,232427.1079,3178920.285,-,/,-,-,-,,,122,122
B11_T8,232576.8471,3178956.432,-,/,-,-,-,,,122,122
B11_T8,232722.661,3179024.34,-,/,-,-,-,,,122,122
B11_T8,232862.6721,3179042.24,-,/,-,-,-,,,122,122
B11_T8,233166.651,3179096.81,-,/,-,-,-,CHANGE,,122,122
B11_T9,232688.8084,3180052.914,543.98,/,Ridgeline,"Grassland, Scrubland",3676,CHANGE,,123,123
B11_T9,232705.7566,3180079.005,-,/,-,-,-,,,123,123
B11_T9,232759.1732,3180107.918,-,/,-,-,-,,,123,123
B11_T9,232722.1264,3180138.282,-,/,-,-,-,,,123,123
B11_T9,232729.1678,3180171.373,-,/,-,-,-,,,123,123
B11_T9,232797.4036,3180199.794,-,/,-,-,-,,,123,123
B11_T9,232764.1134,3180239.354,-,/,-,-,-,,,123,123
B11_T9,232733.2215,3180231.387,-,/,-,-,-,,,123,123
B11_T9,232692.5732,3180201.857,-,/,-,-,-,,,123,123
B11_T9,232671.6556,3180176.725,-,/,-,-,-,,,123,123
B11_T9,232644.4411,3180135.603,-,/,-,-,-,,,123,123
B11_T9,232628.9953,3180098.663,-,/,-,-,-,,,123,123
B11_T9,232627.5865,3180083.322,-,/,-,-,-,,,123,123
B11_T9,232640.4792,3180061.698,-,/,-,-,-,,,123,123
B11_T9,232671.6556,3180176.725,-,/,-,-,-,,,123,123
B11_T9,232644.4411,3180135.603,-,/,-,-,-,CHANGE,,123,123
B11_T10,233259.7504,3179412.936,1085.19,/,Ridgeline,Scrubland,4230,CHANGE,,124,124
B11_T10,233312.2299,3179354.003,-,/,-,-,-,,,124,124
B11_T10,233344.3018,3179332.155,-,/,-,-,-,,,124,124
B11_T10,233415.256,3179331.85,-,/,-,-,-,,,124,124
B11_T10,233506.012,3179318.953,-,/,-,-,-,,,124,124
B11_T10,233613.3972,3179281.401,-,/,-,-,-,,,124,124
B11_T10,233752.3198,3179244.02,-,/,-,-,-,,,124,124
B11_T10,233860.358,3179210.822,-,/,-,-,-,,,124,124
B11_T10,233959.6941,3179204.896,-,/,-,-,-,,,124,124
B11_T10,234078.4143,3179189.561,-,/,-,-,-,,,124,124
B11_T10,234266.9615,3179086.28,-,/,-,-,-,,,124,124
B11_T10,233959.6941,3179204.896,-,/,-,-,-,CHANGE,,124,124
B11_T11,229679.4135,3174602.633,470.56,/,Livestock trail_Open,Scrubland,3705,CHANGE,,125,125
B11_T11,229708.3837,3174628.541,-,/,-,-,-,,,125,125
B11_T11,229741.0754,3174638.847,-,/,-,-,-,,,125,125
B11_T11,229769.9965,3174636.113,-,/,-,-,-,,,125,125
B11_T11,229779.2254,3174631.715,-,/,-,-,-,,,125,125
B11_T11,229816.6402,3174630.012,-,/,-,-,-,,,125,125
B11_T11,229838.146,3174651.556,-,/,-,-,-,,,125,125
B11_T11,229863.1523,3174668.13,-,/,-,-,-,,,125,125
B11_T11,229881.0907,3174666.645,-,/,-,-,-,,,125,125
B11_T11,229930.1845,3174684.855,-,/,-,-,-,,,125,125
B11_T11,229969.5004,3174693.083,-,/,-,-,-,,,125,125
B11_T11,229988.1165,3174717.679,-,/,-,-,-,,,125,125
B11_T11,229995.8259,3174719.546,-,/,-,-,-,,,125,125
B11_T11,230013.6311,3174715.498,-,/,-,-,-,,,125,125
B11_T11,230051.2407,3174716.552,-,/,-,-,-,,,125,125
B11_T11,230069.3612,3174712.054,-,/,-,-,-,,,125,125
B11_T11,230102.6654,3174697.391,-,/,-,-,-,CHANGE,,125,125
B11_T12,230105.3682,3174620.03,1177.27,/,Livestock trail_Open,Scrubland,3914,CHANGE,,126,126
B11_T12,230110.3093,3174617.153,-,/,-,-,-,,,126,126
B11_T12,230133.891,3174616.028,-,/,-,-,-,,,126,126
B11_T12,230184.5833,3174603.079,-,/,-,-,-,,,126,126
B11_T12,230192.7636,3174583.149,-,/,-,-,-,,,126,126
B11_T12,230186.3699,3174565.15,-,/,-,-,-,,,126,126
B11_T12,230161.4726,3174527.051,-,/,-,-,-,,,126,126
B11_T12,230145.4965,3174477.637,-,/,-,-,-,,,126,126
B11_T12,230129.6773,3174457.68,-,/,-,-,-,,,126,126
B11_T12,230122.2021,3174425.546,-,/,-,-,-,,,126,126
B11_T12,230126.9101,3174400.104,-,/,-,-,-,,,126,126
B11_T12,230106.3728,3174336.068,-,/,-,-,-,,,126,126
B11_T12,230099.7652,3174329.388,-,/,-,-,-,,,126,126
B11_T12,230077.6784,3174286.278,-,/,-,-,-,,,126,126
B11_T12,230058.6934,3174262.76,-,/,-,-,-,,,126,126
B11_T12,230040.5322,3174231.618,-,/,-,-,-,,,126,126
B11_T12,230036.0364,3174208.126,-,/,-,-,-,,,126,126
B11_T12,230040.3943,3174200.504,-,/,-,-,-,,,126,126
B11_T12,230040.6535,3174177.34,-,/,-,-,-,,,126,126
B11_T12,230025.0359,3174152.303,-,/,-,-,-,,,126,126
B11_T12,230022.2829,3174137.157,-,/,-,-,-,,,126,126
B11_T12,230027.459,3174117.765,-,/,-,-,-,,,126,126
B11_T12,230026.2094,3174104.518,-,/,-,-,-,,,126,126
B11_T12,230020.5022,3174097.779,-,/,-,-,-,,,126,126
B11_T12,230017.0005,3174066.029,-,/,-,-,-,,,126,126
B11_T12,230017.0009,3174066.025,-,/,-,-,-,,,126,126
B11_T12,230017.0005,3174066.029,-,/,-,-,-,,,126,126
B11_T12,230006.1456,3174037.599,-,/,-,-,-,,,126,126
B11_T12,230009.0093,3174028.477,-,/,-,-,-,,,126,126
B11_T12,230004.5917,3173999.871,-,/,-,-,-,,,126,126
B11_T12,229994.8133,3173981.615,-,/,-,-,-,,,126,126
B11_T12,229978.3804,3173960.687,-,/,-,-,-,,,126,126
B11_T12,229963.3724,3173954.918,-,/,-,-,-,,,126,126
B11_T12,229960.8537,3173943.875,-,/,-,-,-,,,126,126
B11_T12,229964.8523,3173931,-,/,-,-,-,,,126,126
B11_T12,229986.0351,3173899.244,-,/,-,-,-,,,126,126
B11_T12,229994.0752,3173860.104,-,/,-,-,-,,,126,126
B11_T12,230001.6788,3173846.392,-,/,-,-,-,,,126,126
B11_T12,230013.0184,3173830.771,-,/,-,-,-,,,126,126
B11_T12,230041.0331,3173807.206,-,/,-,-,-,,,126,126
B11_T12,230053.2526,3173774.329,-,/,-,-,-,,,126,126
B11_T12,230089.0879,3173733.654,-,/,-,-,-,,,126,126
B11_T12,230103.6497,3173700.285,-,/,-,-,-,,,126,126
B11_T12,230118.6944,3173678.926,-,/,-,-,-,,,126,126
B11_T12,230121.7707,3173665.514,-,/,-,-,-,,,126,126
B11_T12,230138.1659,3173635.181,-,/,-,-,-,CHANGE,,126,126
B11_T13,232534.28,3177030.743,591.71,/,Livestock trail_Open,Scrubland,3951,CHANGE,,127,127
B11_T13,232535.6293,3177009.357,-,/,-,-,-,,,127,127
B11_T13,232526.2329,3176994.261,-,/,-,-,-,,,127,127
B11_T13,232491.8696,3176993.2,-,/,-,-,-,,,127,127
B11_T13,232444.6648,3176958.752,-,/,-,-,-,,,127,127
B11_T13,232444.7811,3176931.687,-,/,-,-,-,,,127,127
B11_T13,232427.3528,3176907.748,-,/,-,-,-,,,127,127
B11_T13,232421.0819,3176906.684,-,/,-,-,-,,,127,127
B11_T13,232395.7172,3176920.17,-,/,-,-,-,,,127,127
B11_T13,232374.6374,3176933.911,-,/,-,-,-,,,127,127
B11_T13,232368.8163,3176941.008,-,/,-,-,-,,,127,127
B11_T13,232344.7918,3176946.46,-,/,-,-,-,,,127,127
B11_T13,232326.455,3176933.652,-,/,-,-,-,,,127,127
B11_T13,232288.7971,3176931.207,-,/,-,-,-,,,127,127
B11_T13,232269.2952,3176910.868,-,/,-,-,-,,,127,127
B11_T13,232241.98,3176889.416,-,/,-,-,-,,,127,127
B11_T13,232228.126,3176869.784,-,/,-,-,-,,,127,127
B11_T13,232222.2771,3176854.625,-,/,-,-,-,,,127,127
B11_T13,232210.2943,3176847.937,-,/,-,-,-,,,127,127
B11_T13,232153.1954,3176846.377,-,/,-,-,-,,,127,127
B11_T13,232140.4293,3176853.039,-,/,-,-,-,,,127,127
B11_T13,232120.8023,3176854.02,-,/,-,-,-,,,127,127
B11_T13,232100.7877,3176848.121,-,/,-,-,-,,,127,127
B11_T13,232084.8127,3176836.273,-,/,-,-,-,CHANGE,,127,127
B11_T14,232059.7518,3176726.241,745.45,/,Livestock trail_Open,Scrubland,3826,CHANGE,,128,128
B11_T14,232025.6462,3176758.174,-,/,-,-,-,,,128,128
B11_T14,231972.0754,3176784.21,-,/,-,-,-,,,128,128
B11_T14,231951.6784,3176799.117,-,/,-,-,-,,,128,128
B11_T14,231920.3243,3176814.155,-,/,-,-,-,,,128,128
B11_T14,231889.1919,3176835.975,-,/,-,-,-,,,128,128
B11_T14,231823.4768,3176887.829,-,/,-,-,-,,,128,128
B11_T14,231820.1966,3176895.258,-,/,-,-,-,,,128,128
B11_T14,231804.8423,3176910.914,-,/,-,-,-,,,128,128
B11_T14,231788.1777,3176922.351,-,/,-,-,-,,,128,128
B11_T14,231782.2409,3176932.956,-,/,-,-,-,,,128,128
B11_T14,231769.4508,3176938.922,-,/,-,-,-,,,128,128
B11_T14,231751.8181,3176938.928,-,/,-,-,-,,,128,128
B11_T14,231717.0326,3176954.799,-,/,-,-,-,,,128,128
B11_T14,231698.0785,3176981.786,-,/,-,-,-,,,128,128
B11_T14,231685.6176,3176988.163,-,/,-,-,-,,,128,128
B11_T14,231670.7585,3176989.36,-,/,-,-,-,,,128,128
B11_T14,231636.918,3177011.011,-,/,-,-,-,,,128,128
B11_T14,231621.7824,3177011.592,-,/,-,-,-,,,128,128
B11_T14,231577.7779,3177027.936,-,/,-,-,-,,,128,128
B11_T14,231509.7439,3177058.742,-,/,-,-,-,,,128,128
B11_T14,231499.1667,3177058.279,-,/,-,-,-,,,128,128
B11_T14,231476.3296,3177066.503,-,/,-,-,-,,,128,128
B11_T14,231430.9215,3177090.401,-,/,-,-,-,CHANGE,,128,128
B12_T1,232639.5686,3181169.9,5987.45,/,Valley bottom ,"Grassland, Scrubland",4005,CHANGE,,129,129
B12_T1,232691.7884,3181398.239,-,/,-,-,-,,,129,129
B12_T1,232716.2581,3181444.309,-,/,-,-,-,,,129,129
B12_T1,232719.5879,3181461.915,-,/,-,-,-,,,129,129
B12_T1,232720.9762,3181513.415,-,/,-,-,-,,,129,129
B12_T1,232734.6452,3181551.617,-,/,-,-,-,,,129,129
B12_T1,232784.5901,3181660.106,-,/,-,-,-,,,129,129
B12_T1,232820.0737,3181725.158,-,/,-,-,-,,,129,129
B12_T1,232839.4267,3181777.184,-,/,-,-,-,,,129,129
B12_T1,232852.9965,3181824.648,-,/,-,-,-,,,129,129
B12_T1,232861.4302,3181875.037,-,/,-,-,-,,,129,129
B12_T1,232885.5286,3181934.262,-,/,-,-,-,,,129,129
B12_T1,232956.9839,3181983.343,-,/,-,-,-,,,129,129
B12_T1,232962.8225,3182004.238,-,/,-,-,-,,,129,129
B12_T1,232952.6511,3182157.905,-,/,-,-,-,,,129,129
B12_T1,232971.5335,3182198.042,-,/,-,-,-,,,129,129
B12_T1,232980.0482,3182209.523,-,/,-,-,-,,,129,129
B12_T1,232988.7862,3182236.441,-,/,-,-,-,,,129,129
B12_T1,233029.7131,3182289.952,-,/,-,-,-,,,129,129
B12_T1,233034.9003,3182309.607,-,/,-,-,-,,,129,129
B12_T1,233029.6299,3182328.079,-,/,-,-,-,,,129,129
B12_T1,233033.4521,3182350.025,-,/,-,-,-,,,129,129
B12_T1,233014.5384,3182408.424,-,/,-,-,-,,,129,129
B12_T1,233016.9757,3182429.286,-,/,-,-,-,,,129,129
B12_T1,233020.1725,3182445.76,-,/,-,-,-,,,129,129
B12_T1,233071.1679,3182528.511,-,/,-,-,-,,,129,129
B12_T1,233071.4761,3182528.374,-,/,-,-,-,,,129,129
B12_T1,233071.1679,3182528.511,-,/,-,-,-,,,129,129
B12_T1,233106.8644,3182590.225,-,/,-,-,-,,,129,129
B12_T1,233133.8713,3182601.481,-,/,-,-,-,,,129,129
B12_T1,233184.1977,3182590.677,-,/,-,-,-,,,129,129
B12_T1,233214.8916,3182613.233,-,/,-,-,-,,,129,129
B12_T1,233232.9438,3182615.469,-,/,-,-,-,,,129,129
B12_T1,233262.9543,3182630.742,-,/,-,-,-,,,129,129
B12_T1,233326.3444,3182671.374,-,/,-,-,-,,,129,129
B12_T1,233339.2569,3182669.935,-,/,-,-,-,,,129,129
B12_T1,233359.5448,3182676.061,-,/,-,-,-,,,129,129
B12_T1,233384.3097,3182677.334,-,/,-,-,-,,,129,129
B12_T1,233431.3205,3182687.941,-,/,-,-,-,,,129,129
B12_T1,233574.0039,3182786.947,-,/,-,-,-,,,129,129
B12_T1,233652.4253,3182784.858,-,/,-,-,-,,,129,129
B12_T1,233709.4481,3182831.086,-,/,-,-,-,,,129,129
B12_T1,233864.9124,3182865.912,-,/,-,-,-,,,129,129
B12_T1,233906.2662,3182881.076,-,/,-,-,-,,,129,129
B12_T1,233956.1695,3182893.554,-,/,-,-,-,,,129,129
B12_T1,234047.8861,3182947.393,-,/,-,-,-,,,129,129
B12_T1,234104.2734,3182992.633,-,/,-,-,-,,,129,129
B12_T1,234114.2055,3183003.115,-,/,-,-,-,,,129,129
B12_T1,234119.2014,3183014.138,-,/,-,-,-,,,129,129
B12_T1,234124.3882,3183079.719,-,/,-,-,-,,,129,129
B12_T1,234136.6229,3183105.628,-,/,-,-,-,,,129,129
B12_T1,234154.0844,3183163.044,-,/,-,-,-,,,129,129
B12_T1,234179.1075,3183188.205,-,/,-,-,-,,,129,129
B12_T1,234218.7758,3183208.912,-,/,-,-,-,,,129,129
B12_T1,234253.4273,3183286.481,-,/,-,-,-,,,129,129
B12_T1,234293.2963,3183350.395,-,/,-,-,-,,,129,129
B12_T1,234319.5462,3183417.79,-,/,-,-,-,,,129,129
B12_T1,234328.0288,3183462.369,-,/,-,-,-,,,129,129
B12_T1,234326.2413,3183558.723,-,/,-,-,-,,,129,129
B12_T1,234333.4848,3183620.417,-,/,-,-,-,,,129,129
B12_T1,234323.8368,3183663.913,-,/,-,-,-,,,129,129
B12_T1,234359.915,3183750.57,-,/,-,-,-,,,129,129
B12_T1,234394.9262,3183798.809,-,/,-,-,-,,,129,129
B12_T1,234403.9002,3183805.046,-,/,-,-,-,,,129,129
B12_T1,234412.426,3183828.948,-,/,-,-,-,,,129,129
B12_T1,234414.8403,3183857.164,-,/,-,-,-,,,129,129
B12_T1,234428.2316,3183879.244,-,/,-,-,-,,,129,129
B12_T1,234428.2384,3183879.542,-,/,-,-,-,,,129,129
B12_T1,234428.2316,3183879.244,-,/,-,-,-,,,129,129
B12_T1,234435.0652,3183895.069,-,/,-,-,-,,,129,129
B12_T1,234449.4927,3183969.67,-,/,-,-,-,,,129,129
B12_T1,234438.7605,3184030.604,-,/,-,-,-,,,129,129
B12_T1,234427.2443,3184145.764,-,/,-,-,-,,,129,129
B12_T1,234436.5699,3184168.113,-,/,-,-,-,,,129,129
B12_T1,234478.1237,3184304.837,-,/,-,-,-,,,129,129
B12_T1,234498.1522,3184352.824,-,/,-,-,-,,,129,129
B12_T1,234501.1796,3184388.872,-,/,-,-,-,,,129,129
B12_T1,234499.0246,3184402.113,-,/,-,-,-,,,129,129
B12_T1,234490.843,3184419.062,-,/,-,-,-,,,129,129
B12_T1,234491.9407,3184458.139,-,/,-,-,-,,,129,129
B12_T1,234483.1408,3184482.436,-,/,-,-,-,,,129,129
B12_T1,234476.0627,3184491.746,-,/,-,-,-,,,129,129
B12_T1,234453.6686,3184507.281,-,/,-,-,-,,,129,129
B12_T1,234447.8842,3184521.219,-,/,-,-,-,,,129,129
B12_T1,234382.16,3184617.603,-,/,-,-,-,,,129,129
B12_T1,234376.5226,3184632.234,-,/,-,-,-,,,129,129
B12_T1,234371.6245,3184692.095,-,/,-,-,-,,,129,129
B12_T1,234357.1593,3184714.376,-,/,-,-,-,,,129,129
B12_T1,234283.0295,3184777.962,-,/,-,-,-,,,129,129
B12_T1,234230.9483,3184851.905,-,/,-,-,-,,,129,129
B12_T1,234164.5977,3184913.229,-,/,-,-,-,,,129,129
B12_T1,234155.142,3184944.979,-,/,-,-,-,,,129,129
B12_T1,234122.2078,3184965.581,-,/,-,-,-,,,129,129
B12_T1,234065.9057,3184975.209,-,/,-,-,-,,,129,129
B12_T1,234047.451,3184993.147,-,/,-,-,-,,,129,129
B12_T1,234025.4839,3185026.904,-,/,-,-,-,,,129,129
B12_T1,234003.7534,3185045.948,-,/,-,-,-,,,129,129
B12_T1,233993.0078,3185092.175,-,/,-,-,-,,,129,129
B12_T1,233983.4627,3185106.757,-,/,-,-,-,,,129,129
B12_T1,233965.3337,3185121.731,-,/,-,-,-,,,129,129
B12_T1,233928.3388,3185141.683,-,/,-,-,-,,,129,129
B12_T1,233913.3938,3185178.357,-,/,-,-,-,,,129,129
B12_T1,233898.3811,3185190.619,-,/,-,-,-,,,129,129
B12_T1,233895.961,3185196.541,-,/,-,-,-,,,129,129
B12_T1,233898.6514,3185217.796,-,/,-,-,-,,,129,129
B12_T1,233908.0889,3185237.856,-,/,-,-,-,,,129,129
B12_T1,233897.3382,3185329.238,-,/,-,-,-,,,129,129
B12_T1,233901.1776,3185344.154,-,/,-,-,-,,,129,129
B12_T1,233904.4992,3185401.894,-,/,-,-,-,,,129,129
B12_T1,233898.8859,3185418.961,-,/,-,-,-,,,129,129
B12_T1,233899.1819,3185440.82,-,/,-,-,-,,,129,129
B12_T1,233915.8113,3185492.705,-,/,-,-,-,,,129,129
B12_T1,233910.4067,3185510.298,-,/,-,-,-,,,129,129
B12_T1,233917.2621,3185542.084,-,/,-,-,-,,,129,129
B12_T1,233910.5127,3185551.396,-,/,-,-,-,,,129,129
B12_T1,233857.238,3185573.352,-,/,-,-,-,,,129,129
B12_T1,233797.2609,3185605.392,-,/,-,-,-,,,129,129
B12_T1,233793.6813,3185627.545,-,/,-,-,-,,,129,129
B12_T1,233803.7541,3185699.27,-,/,-,-,-,,,129,129
B12_T1,233802.2753,3185716.949,-,/,-,-,-,,,129,129
B12_T1,233787.841,3185759.766,-,/,-,-,-,,,129,129
B12_T1,233754.336,3185787.132,-,/,-,-,-,,,129,129
B12_T1,233748.2046,3185796.588,-,/,-,-,-,,,129,129
B12_T1,233751.7951,3185805.997,-,/,-,-,-,,,129,129
B12_T1,233758.758,3185812.448,-,/,-,-,-,,,129,129
B12_T1,233762.0543,3185826.893,-,/,-,-,-,CHANGE,,129,129
B12_T2,233567.3332,3183505.248,2265.48,/,Ridgeline,Grassland,4514,CHANGE,,130,130
B12_T2,233475.169,3183487.593,-,/,-,-,-,CHANGE,,130,130
B12_T2,233360.7899,3183485.457,-,/,-,-,-,,,130,130
B12_T2,233344.1699,3183487.019,-,/,-,-,-,,,130,130
B12_T2,233317.0375,3183496.036,-,/,-,-,-,,,130,130
B12_T2,233287.4589,3183498.779,-,/,-,-,-,,,130,130
B12_T2,233254.265,3183492.494,-,/,-,-,-,,,130,130
B12_T2,233234.378,3183493.071,-,/,-,-,-,,,130,130
B12_T2,233218.3214,3183486.699,-,/,-,-,-,,,130,130
B12_T2,233197.8335,3183468.595,-,/,-,-,-,,,130,130
B12_T2,233179.5332,3183446.573,-,/,-,-,-,,,130,130
B12_T2,233158.0578,3183429.355,-,/,-,-,-,,,130,130
B12_T2,233143.753,3183406.506,-,/,-,-,-,,,130,130
B12_T2,233133.4894,3183400.644,-,/,-,-,-,,,130,130
B12_T2,233129.8796,3183402.103,-,/,-,-,-,,,130,130
B12_T2,233124.2718,3183450.463,-,/,-,-,-,,,130,130
B12_T2,233095.6037,3183500.347,-,/,-,-,-,,,130,130
B12_T2,233093.1033,3183518.831,-,/,-,-,-,,,130,130
B12_T2,233115.5835,3183599.791,-,/,-,-,-,,,130,130
B12_T2,233118.0842,3183623.422,-,/,-,-,-,,,130,130
B12_T2,233125.567,3183636.033,-,/,-,-,-,,,130,130
B12_T2,233133.6536,3183661.385,-,/,-,-,-,,,130,130
B12_T2,233144.919,3183662.474,-,/,-,-,-,,,130,130
B12_T2,233171.7184,3183656.104,-,/,-,-,-,,,130,130
B12_T2,233183.0674,3183667.111,-,/,-,-,-,,,130,130
B12_T2,233183.2838,3183677.045,-,/,-,-,-,,,130,130
B12_T2,233150.5964,3183707.071,-,/,-,-,-,,,130,130
B12_T2,233116.5554,3183719.891,-,/,-,-,-,,,130,130
B12_T2,233107.2018,3183727.488,-,/,-,-,-,,,130,130
B12_T2,233102.3212,3183737.928,-,/,-,-,-,,,130,130
B12_T2,233098.806,3183766.085,-,/,-,-,-,,,130,130
B12_T2,233080.3306,3183815.977,-,/,-,-,-,,,130,130
B12_T2,233077.0203,3183848.415,-,/,-,-,-,,,130,130
B12_T2,233061.5358,3183912.946,-,/,-,-,-,,,130,130
B12_T2,233042.5291,3183928.276,-,/,-,-,-,,,130,130
B12_T2,233018.6644,3183961.084,-,/,-,-,-,,,130,130
B12_T2,233014.8192,3184011.951,-,/,-,-,-,,,130,130
B12_T2,233022.3948,3184014.343,-,/,-,-,-,,,130,130
B12_T2,233038.8139,3184011.195,-,/,-,-,-,,,130,130
B12_T2,233041.932,3184017.12,-,/,-,-,-,,,130,130
B12_T2,233034.648,3184041.682,-,/,-,-,-,,,130,130
B12_T2,232992.1285,3184056.976,-,/,-,-,-,,,130,130
B12_T2,232974.81,3184071.96,-,/,-,-,-,,,130,130
B12_T2,232964.2671,3184096.235,-,/,-,-,-,,,130,130
B12_T2,232950.4756,3184115.322,-,/,-,-,-,,,130,130
B12_T2,232939.2337,3184138.05,-,/,-,-,-,,,130,130
B12_T2,232941.1404,3184150.436,-,/,-,-,-,,,130,130
B12_T2,232937.6077,3184197.41,-,/,-,-,-,,,130,130
B12_T2,232941.8281,3184241.647,-,/,-,-,-,,,130,130
B12_T2,232946.443,3184253.545,-,/,-,-,-,,,130,130
B12_T2,232957.6469,3184267.67,-,/,-,-,-,,,130,130
B12_T2,232972.5621,3184323.154,-,/,-,-,-,,,130,130
B12_T2,232972.8928,3184422.026,-,/,-,-,-,,,130,130
B12_T2,232968.428,3184471.569,-,/,-,-,-,,,130,130
B12_T2,232959.89,3184488.601,-,/,-,-,-,,,130,130
B12_T2,232941.7567,3184512.297,-,/,-,-,-,,,130,130
B12_T2,232938.2538,3184558.415,-,/,-,-,-,,,130,130
B12_T2,232947.918,3184670.218,-,/,-,-,-,,,130,130
B12_T2,232940.5536,3184718.668,-,/,-,-,-,,,130,130
B12_T2,232945.537,3184732.71,-,/,-,-,-,,,130,130
B12_T2,232949.3243,3184764.185,-,/,-,-,-,,,130,130
B12_T2,232944.3523,3184783.451,-,/,-,-,-,,,130,130
B12_T2,232932.2528,3184803.048,-,/,-,-,-,,,130,130
B12_T2,232891.679,3184850.817,-,/,-,-,-,,,130,130
B12_T2,232888.3862,3184862.942,-,/,-,-,-,,,130,130
B12_T2,232893.6821,3184889.836,-,/,-,-,-,,,130,130
B12_T2,232890.297,3184945.513,-,/,-,-,-,,,130,130
B12_T3,233589.9119,3185574.341,1298.61,/,Livestock trail_Cliff,Grassland,4105,CHANGE,,131,131
B12_T3,233583.0515,3185553.622,-,/,-,-,-,CHANGE,,131,131
B12_T3,233573.3839,3185550.683,-,/,-,-,-,,,131,131
B12_T3,233555.6322,3185555.274,-,/,-,-,-,,,131,131
B12_T3,233538.7041,3185552.566,-,/,-,-,-,,,131,131
B12_T3,233502.0088,3185528.726,-,/,-,-,-,,,131,131
B12_T3,233488.4861,3185512.711,-,/,-,-,-,,,131,131
B12_T3,233460.7255,3185496.289,-,/,-,-,-,,,131,131
B12_T3,233453.0282,3185488.544,-,/,-,-,-,,,131,131
B12_T3,233442.3813,3185475.42,-,/,-,-,-,,,131,131
B12_T3,233426.004,3185445.321,-,/,-,-,-,,,131,131
